ingredient 1,ingredient 2,ingredient 3,ingredient 4,ingredient 5,ingredient 6,ingredient 7,ingredient 8,ingredient 9,ingredient 10,ingredient 11,ingredient 12,ingredient 13,ingredient 14,ingredient 15,ingredient 16,ingredient 17,ingredient 18,ingredient 19,ingredient 20,ingredient 21,ingredient 22,ingredient 23,ingredient 24,ingredient 25,ingredient 26,ingredient 27,ingredient 28,ingredient 29,ingredient 30,ingredient 31,ingredient 32,ingredient 33,ingredient 34,ingredient 35,ingredient 36,ingredient 37,ingredient 38,ingredient 39,ingredient 40,ingredient 41,ingredient 42,ingredient 43,ingredient 44,ingredient 45,ingredient 46,ingredient 47,ingredient 48,ingredient 49,ingredient 50,ingredient 51,ingredient 52,ingredient 53,ingredient 54,ingredient 55,ingredient 56
Water,Disodium Cocoyl Glutamate,Disodium Coco-Glucoside Citrate,Sodium Lauroyl Oat Amino Acids,Alcohol,Glycerin,Xanthan Gum,Sucrose Laurate,Fragrance,Glyceryl Caprylate,Sodium PCA,Avena Sativa Flower Leaf Stem Extract,Simmondsia Chinensis Seed Oil,Salvia Officinalis Leaf Extract,Lactic Acid,Sodium Cocoyl Glutamate,PCA Glyceryl Oleate,Arginine,Hydrolyzed Wheat Protein,Sodium Phytate,Limonene,Linalool,Citronellol,Geraniol,Coumarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Prunus Amygdalus Dulcis Oil,Sesamum Indicum Seed Oil,Alcohol,Glycerin,Calendula Officinalis Extract,Glyceryl Stearate SE,Fragrance,Xanthan Gum,Glyceryl Stearate Citrate,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Coco-Glucoside,Prunus Amygdalus Dulcis Oil,Alcohol,Disodium Cocoyl Glutamate,Sesamum Indicum Seed Oil,Glycerin,Carrageenan,Sodium Cocoyl Glutamate,Calendula Officinalis Flower Extract,Xanthan Gum,Lactic Acid,Fragrance,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Sesamum Indicum Seed Oil,Glycerin,Coco-Glucoside,Alcohol,Disodium Cocoyl Glutamate,Carrageenan,Citrus Aurantifolia Peel Oil,Calendula Officinalis Flower Extract,Xanthan Gum,Lactic Acid,Sodium Cocoyl Glutamate,Fragrance,Limonene,Linalool,Benzyl Benzoate,Citral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Sesamum Indicum Seed Oil,Glycerin,Coco-Glucoside,Alcohol,Disodium Cocoyl Glutamate,Carrageenan,Fragrance,Mentha Viridis Leaf Oil,Calendula Officinalis Flower Extract,Xanthan Gum,Lactic Acid,Sodium Cocoyl Glutamate,Limonene,Linalool,Citronellol,Geraniol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Sesamum Indicum Seed Oil,Glycerin,Coco-Glucoside,Alcohol,Disodium Cocoyl Glutamate,Carrageenan,Citrus Aurantium Dulcis Peel Oil,Calendula Officinalis Flower Extract,Xanthan Gum,Lactic Acid,Sodium Cocoyl Glutamate,Fragrance,Limonene,Linalool,Benzyl Benzoate,Citral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,aloe barbadensis leaf extract,lauryl glucoside,sodium cocoyl glutamate,coco-glucoside,glycerin,sodium chloride,glyceryl caprylate,glyceryl oleate,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,Citrus Aurantium Amara Flower Water,Sodium Coco-glucoside Tartrate,Cocamidopropyl Betaïne,Glycerin,Sweet Almond Oil Polyglyceryl-6 Esters,Sodium Benzoate,Benzyl Alcohol,Parfum,Hydrolyzed Wheat Protein,Lactic Acid,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agua destilada,aceite de coco,aceite de ricino,almendras dulces,manteca de karité,manteca de cacao,alcohol cetílico,acido esteárico,glicerina,extractos de Maqui y murta,aceite esencial puro de vainilla,colorante natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceite de Coco,de Avellana Chilena,almendras dulces,manteca de Karite,extractos orgánicos de Maqui,aceite esencial puro de Vainilla,Colágeno hidrolizado,Elastina,Arcilla Caolín,Colorante natural,vitamina E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aceite de canabis,,avellana,argán,almendras dulces,manteca de karité orgánica,aceite de rosa mosqueta,colágeno hidrolizado,elastina,goma natural,colorante natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aceite de Argán Orgánico,Macadamia Ternifolia Seed Oil,Avellana chilena,Arroz,Almendras dulces,vitamina E,aceite esencial de Geranio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia officinalis Leaf Extract,Macadamia Ternifolia Seed Oil,Prunus Amygdalus Dulcis Oil/Sweet Almond Oil,Aceites Esenciales,Cymbopogon Schoenanthus (Lemongrass) Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water,cetearyl alcohol,ceteareth 20,cetyl sunflowerate,butyrosper mum parkii butter,cocos nucifera oil,glycerin,cetyl alcohol,sodium benzoate,potassium sorbate,fragancia,citral,eugenol,geraniol,d limonene,linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water,cocamidopro pyl betaine,glycerin,prunus amigdalus dulcis oil,PEG 8 cocoate,sodium benzoate,potassium sorbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water,cetearyl alcohol,ceteareth 20,glycerin,cetyl sunflowerate,sesamum indicum oil,linseed oil PEG 8 esters,butyrospermum parkii butter,cocos nucifera oil,sodium benzoate,potassium sorbate,cetyl alcohol,citrus aurantium dulcis,peel oil. Puede contener citral,limonene,linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water,prunus amigdalus dulcis oil,ricinus communis oil,cetearyl alcohol,ceteareth 20,rosehip seed oil,butyrospermum parkii butter,glycerin,sodium benzoate,potassium sorbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water,cetearyl alcohol,cetea reth 20,cetyl sunflowerate,butyrospermum parkii butter,cocos nucifera oil,glycerin,cetyl alcohol,sodium benzoate,potassium sorbate,dicaprate calendula officinalis flower extract,propylene glycol,alcohol,avena sativa kernel extract,lavandula hydrida grosso herb oil,citronellol,cuoma rin,geraniol,limonene,linalool,cinnamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agua,semilla prunus dulcis,semilla devitis vinifera,ácido esteárico,cetylstearyl alcohol,polysorbate 60,alcohol cetílico,tocoferol,glicerol,cáscara citrus tanjerina,cáscara citrus sinensis,cáscara citrus x paradisi,cáscara citrus limonum risso,citricidal,leucidal,leuconostoc kimchii,raphanus sativus,ácido cítrico anhidro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seed oil,calendula officinalis,persea gratissima oil,butyrospermum parkii butter,theobroma cacao butter,euphorbia cerífera wax,macadamia integrifolia seed oil,Citrus sinensis,citrus limonum,citrus paradisi extract,copernicia cerifera cera,cananga odorata essential oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semilla prunus dulcis,sodium bicarbonate,euphorbia cerifera,semilla zea mays,hoja malaleuca alternifolia,hoja cymbopogon citratus,semilla citrus x paradisi,tocopherol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Xhatan gum,Vegetable glycerin,Avena sativa extract,Aloe vera,Betaine,Sorbitol,Glycine,Alanine,Proline,Serine,Threonine,Arginine,Lysine,Glutamate,Salicylic acid,Melaleuca alternifolia essential oil,Simmondsia chinesis oil,Ethylene glycol monostearate,Capryl glycol,Decylene glycol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Sesamum Indicum Seed Oil,Alcohol,Simmondsia Chinensis Seed Oil,Glyceryl Stearate SE,Macadamia Ternifolia Seed Oil,Butyrospermum Parkii Butter,Triticum Vulgare Germ Oil,Olea Europaea Oil Unsaponifiables,Helianthus Annuus Seed Oil,Punica Granatum Seed Oil,Argania Spinosa Kernel Oil,Panicum Miliaceum Seed Extract,Ruscus Aculeatus Root Extract,Helianthus Annuus Petal Extract,Xanthan Gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloe barbadensis Leaf juice,Aqua,Elaeis guineensis Kernel oil,Pentaclethra macroloba,Astrocaryum murumuru Seed butter,Theobroma grandiflorum Seed butter,Cetearyl Alcohol,Glyceryl Stearate,Xanthan Gum,Gliceryn,Lactic Acid,Copaifera officinalis Resin oil,Linoleic Acid,Potassium Sorbate,Sodium Benzoate,Benzyl Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oryza sativa bran oil,simmondsia chinensis seed oil,Moringa Oleifera Seed Extract,Tocoferol,Aceites esenciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agua,Xanthan Gum,Glicerina Vegetal,colágeno aminoácidos,Cocamidopropil Betaina,sorbitol,Glycine,Alanine,Proline,Serine,Threonine,L - Arginine,Lysine,sodium cocoyl glutamate,Sodium Hyaluronate (Ácido Hialurónico),retinol,aceites esenciales,aceite de jojoba,,CAPRYLYL GLYCOL,decylene glycol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Palmate,Sodium Palm Kernelate,Water,Palm Acid,Glycerine,Palm Kernel Acid,Sodium Chloride,Tetrasodium EDTA,Etidronic Acid,Camellia Oleifera Seed Oil,Avena Sativa Bran,Lavandula Angustifolia Oil,Charcoal Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,Glycerin,Sodium C14-16 Olefin Sulfonate,Cocamidopropyl Betaine,Sodium Lauroyl Sarcosinate,Sodium Cocoyl Isethionate,Cocamidopropyl Betaine,PEG-120 Methyl Glucose Dioleate,Aloe Barbadensis Leaf Extract,Gluconolactone,Sodium Benzoate,Calcium Gluconate,Polysorbate-20,Polyquaternium-7,Sinergia de aceites esenciales,Panthenol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Sodium Laureth Sulfate,Sodium Chloride,Cocamide DEA,Cocamidopropyl betaine,Glycol Stearate,Glycol Distearate,Capsicum Frutescens Extract,Algae Extract,Wheat Proteins,Propylene Glycol,Fragrance,Sodium hydroxymethylglycinate,Diazolidinyl urea,Tetrasodium EDTA,Citric Acid,CI 42090,CI 19140,Limonene,Alpha Isomethyl Ionone,Amyl Cinnamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water,sodium laureth sulfate,cocamidopropyl betaine,sodium chloride,cocamide DEA,glycerin,fragance,isothiazolinone,disodium EDTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,GLYCERYL STEARATE SE,CAPRYLIC/CAPRIC TRIGLYCERIDE,CETEARYL ALCOHOL,CETEARETH-20,CARBOMER,ARGANIA SPINOSA KERNEL OIL,MACADAMIA TERNIFOLIA SEED OIL,CALENDULA OFFICINALIS EXTRACT,PRUNUS AMYGDALUS DULCIS OIL,POLYSORBATE 20,CHAMOMILLA RECUTITA EXTRACT,DMDM HYDANTOIN,PHENOXYETHANOL,FRAGRANCE,TOCOPHERYL ACETATE,BUTYROSPERMUM PARKII BUTTER,BHT,BENZYL BENZOATE,COUMARIN,BENZYL ALCOHOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER,GLYCERYL STEARATE S.E.,CETEARYL ALCOHOL,COCO-CAPRYLATE/CAPRATE,CAPRYLIC/CAPRIC TRIGLYCERIDE,COCOS NUCIFERA OIL,GLYCERIN,CETEARETH-20,THEOBROMA CACAO EXTRACT,MANGIFERA INDICA SEED BUTTER,SORBITAN CAPRYLATE,ALOE BARBADENSIS LEAF EXTRACT,THEOBROMA CACAO SEED BUTTER,POLYSORBATE 20,PHOSPHOLIPIDS,BUTYROSPERMUM PARKII BUTTER,FRAGRANCE,CAPRYLYL GLYCOL,DISODIUM EDTA,CARBOMER,PROPANEDIOL,BENZOIC ACID,CARAMEL,BHT,RETINYL PLAMITATE,ALCOHOL,TOCOPHEROL,SODIUM BENZOATE,POTASSIUM PHOSPHATE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteca de cacao,Shea butter,almond oil,Rosacanina(Rosehip) Fruit,beeswax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyrospermum Parkii Butter,Cera Alba,Cocos Nucifera Oil,Caprylic/Capric Triglyceride,Ricinus Communis Seed Oil,Theobroma Cacao Seed Butter,Butyrospermum Parkii Butter Extract,Rosa Canina Fruit Oil,Tocopheryl Acetate,Jojoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloe Vera,Water,Lavandula officinalis (lavanda/lavender) flower oil,ROSEMARY LEAF EXTRACT,Mentha Piperita (Peppermint) Oil,Citrus Limon Peel Extract / Lemon Peel Extract,Urtica Dioica (Nettle) Extract,Lauryl sulfate,Biotin,Cocamidopropyl Betaine,Salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Simmondsia Chinensis seed oil,Capric/ Caprylic Triglyceride,Glyceryl Stearate,Polyglyceryl-6 Caprylate/Caprate,Palmitate,Cetearyl Alcohol,decyl glucoside,Glycerin,C15-19 Alkane,Caprylhydroxamic acid,"1,2- hexanediol",Propanediol,Cucumis Sativus Fruit Extract,Aloe Barbadensis Leaf Juice,Triethyl citrate,Tocopheryl Acetate,Xanthan Gum,citrus paradisi oil,Linalool,d-limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Glyceryl Stearate,Polyglyceryl-6 Caprylate/Caprate,Palmitate,Cetearyl Alcohol,Capric/ Caprylic Triglyceride,Simmondsia Chinensis seed oil,cetyl alcohol,C15-19 Alkane,Glycerin,Caprylhydroxamic acid,"1,2 Hexanediol",Propanediol,Prunus Armeniaca Kernel Oil,Persea Gratissima Oil,Hyaluronic Acid,Retinyl Palmitate,Triethyl citrate,Cymbopogon schoenanthus oil,Tocopheryl Acetate,CI75810,Citronellol,Eugenol,Geraniol,Citral,,sodium benzoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Polyglyceryl-3 Caprate,Propylene Glycol,Niacinamide,Camellia Sinensis Leaf Extract,Caprylhydroxamic Acid,"1,2-Hexanediol",Propanediol,sodium hyaluronate,Xanthan Gum,citrus sinensis oil citral,citronelol,d-limonene,linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWEET ALMOND OIL,ROSEHIP OIL,Persea Gratissima Oil (Aceite de Aguacate),Aceite de semilla de uva (Vitis vinifera),VITAMIN E,MINERAL OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEA BUTTER,MANTECA DE CACAO,ALMOND OIL,MINERAL OIL,VITAMIN E,CARNAUBA WAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGIN BEESWAX,CARNAUBA WAX,CASTOR OIL,JOJOBA OIL,VITAMIN E,TITANIUM DIOXIDE (NOT NANO),MAGNESIUM STEARATE,MINERAL PIGMENT,ESSENTIAL OIL OF ROSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Prunus Amygdalus Dulcis Oil,Glycerin,Sodium Cocoamphoacetate,C15-19 Alkane,Abyssinian Oil,Matricaria Chammomilla extract,Parfum,Benzyl Alcohol,Citric Acid,D-limonene,Citral,Linalool,Citronellol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helianthus Annuus Seed Oil,Polysorbate-20,Prunus Amygdalus Dulcis Oil,Alkane C15-C19,Abyssinian Oil,Jojoba Oil,Tocopherol acetate,Citrus Aurantium dulcis,Lavandula hydra Grosso,Benzyl Alcohol,Citric Acid,D-limonene,Citral,Linalool,Citronellol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPRYLIC/CAPRIC TRIGLYCERIDE,Squalene,Simmondsia chinensis Seed oil,Oenothera Biennis Oil,Crambe Abyssinica Seed Oil,Rosa rubiginosa fruit extract,Tocopheryl Acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Oryza Sativa Extract,Niacinamide,Glycerin,Saccharomyces lysate fíltrate,Phenoxyethanol,ethylhexylglycerin,Xanthan gum,Pectin,Hydrolyzed vegetable protein,Serine,Arginine,Proline,Sodium Hyaluronate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botanical extract of calendula,vegetable oils of jojoba,almonds,lavender hydrolate,essential oils of geranium,lavender,verbena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrosols of lemongrass,lavender,alum stone,vegetable glycerin,essential oils of geranium,lemon,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium cocoyl isethionate,Water,Cocos ucifera Oil,Olive Oil,Lavandin hydra grosso,Citrus aurantium dulcis oil,Tocopheryl Acetate,D-limonene,Citral,Citronellol,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tensioactivo SCI,arcilla caolín,aceite de coco,Aceites Esenciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,Rosa Damascena Extract,Prunus amygdalus Dulcis Oil,Calendula Officinalis,Theobroma Cacao Butter,Butyrospermum Parkii,Cetearyl alcohol,Kaolin,Sodium benzoate,Titanium dioxide,Potassium sorbate,Zinc oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,Triticum Vulgare Oil,Rosa Damascena Extract,Castor Oil,Prunus amygdalus Dulcis Oil,Rosa Canina Seed Oil,Citrus Limonum Extract,CITRUS AURANTIUM DULCIS OIL,Cetearyl alcohol,Ascorbic acid,Potassium sorbate,Sodium benzoate,Lactic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycerin,Carica papaya fruit extract,curcuma longa root powder,curcuma longa root,lauril sulfoacetato de sodio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,Prunus amygdalus Dulcis Oil,Theobroma Cacao Butter,Butyrospermum Parkii,Cetearyl alcohol,Ascorbic Acid,tocopheryl acetate,ylang ylang essential oil,potassium sorbate,sodium benzoate,lactic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunus amygdalus dulcis oil,Daucus carota sativa root extract,Persea gratissima oil,Triticum vulgare oil,Rosa canina seed oil,Tocopheryl acetate,Lavandula angustofilia essential oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Ricinnus Communis Seed Oil,Glycereth-26,Cetearyl alcohol Sucrose Cocoate,Parkii Shea Butter,Simmondsia Chinensis (Jojoba) Seed Oil,Argania Spinosa Kernel Oil,Citrus aurantium dulcis Peel Extract,Benzyl Alcohol,Sodium Benzoate,Potassium Sorbate,Salicylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Punica Granatum Extract,Sodium Hyaluronate,Hydroxypropyl Bis-Hydroxyethyldimonium Chloride,Vegetable Glyceryn,Sodium Benzoate,Potassium Sorbate,Benzyl Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavandula hybrida Oil,Chamomilla Recutita flower oil,Butyrospermum Parkii butter,Tocopherol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,Paraffinum Liquidum,Isododecane,Glycerin,Isopropyl Palmitate,Cera Microcristallina,PEG-40 Sorbitan Perisostearate,Polyglyceryl-3 Diisostearate,Prunus Amygdalus Dulcis Oil,Magnesium Sulfate,Sodium Citrate,Citric Acid,Potassium Sorbate,Linalool,Limonene,Benzyl Alcohol,Geraniol,Citronellol,Butylphenyl Methylpropional,Alpha-Isomethyl Ionone,Parfum,BHT,Benzyl Benzoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agua destilada,Coco glucoside,cocoamidropil betaina,dietanolamida de coco,extracto de aloe vera,extracto de centella asiática,aceite de coco fraccionado,glicerina vegetal,lecitina de soya,aceite de almendras dulces,trietanol amida,aceite esencial de geranio,goma xantana,aceite esencial patchouli,aceite esencial de vetiver,aceite esencial de romero,citrol K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQUA,BUTYLENE GLYCOL,COLLAGEN,HYDROLYZED ELASTIN,HYALURONIC ACID,GLYCYRRHIZA GLABRA ROOT EXTRACT,CALENDULA OFFICINALIS FLOWER EXTRACT,Humulus lupulus extract,ACHILLEA MILLEFOLIUM ACHILLEA,HAMAMELIS VIRGINIANA EXTRACT,CARBOMER,PARFUM,PHENOXYETHANOL,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,,EDTA,BHT,TRIETHANOLAMINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQUA,VITIS VINIFERA SEED OIL,CETEARYL ETHYLHEXANOATE,GLYCERIN,GLYCERYL STEARATE SE,PENTAERYTHRITYL DISTEARATE,OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES,POLYMETHYL METHACRYLATE,CAPRYLIC/CAPRIC TRIGLYCERIDE,PARFUM,SODIUM POLYACRYLATE STARCH,GOSSYPIUM HERBACEUM FRUIT WATER,CHLORPHENESIN,PHENYLPROPANOL,PROPANEDIOL,CAPRYLYL GLYCOL,XANTHAN GUM,TOCOPHEROL,ALARIA ESCULENTA EXTRACT,GLYCINE SOJA OIL,SODIUM BENZOATE,SODIUM SALICYLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloe Barbadensis leaf juice,Persea Gratissima oil,Simmondsia Chinensis seed oil,Glyceryl Stereate SE,Cetyl alcohol,Stearyl alcohol,Polyglyceryl-6 Distearate,Jojoba Esters,Polyglyceryl-3 Beeswax,Benzyl alcohol,Benzoic acid,Dehydroacetic acid,Agave Inulin,Citrus Grandis,Stearic acid,Vainilla Planifolia,Pinus Ayacahuite,Tocopherol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloe Barbadensis Leaf Extract,Aqua,Cetearyl Alcohol,Sodium Citrate,Niacinamide,Glycerin,Sorbitan stearate,Squalane,Helianthus Annuus Seed oil,Sodium Stearoyl Glutamate,Butyrospermum Parkii Butter,Tocopheryl Acetate,Glycerin,Dimethicone,Resveratrol,Sodium Phytate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,sodium laureth sulfate,cocamidopropyl betaine,sodium chloride,cocamidoptopyl hydroxysultaine,PEG-80 Sorbitan Laurate,Glycol distearate,PEG-150 Distearate,Parfum,DMDM HYDANTOIN,BENZYL ALCOHOL,TETRASODIUM EDTA,POLQUATEMIUM-10,PEG/PPG-18/18 Dimethicone,STEARETH-4,CITRIC ACID,LODOPROPYNYL BUTYLCARBAMATE,ETHYLHEXYLGLYCERIN,HEXYL CINNAMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,Glycerin,cocamidopropyl betaine,sodium lauroyl glutamate,Sodium chloride,PARFUM,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Sodium Benzoate,Caprylyl glycol,Sodium Methyl Cocoyl Taurate,Glycol distearate,Stearic acid,ciric acid,Lauric acid,Sodium laurate,Glutamic acid,Tetrasodium EDTA,Sodium hydroxide,Sodium methyltaurate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,sodium laureth sulfate,sodium lauryl sulfoacetate,cocamidopropyl betaine,Sodium chloride,disodium cocoamphodiacetate,PEG-150 Distearate,Parfum,DMDM HYDANTOIN,PEG-80 sorbitan laurate,citric acid,disodium EDTA,lodopropynyl butylcarbanate,tocopheryl acetate,retinyl palmitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aceite de Coco,Manteca de Karité,Almidón de Maíz,Bicarbonato de Sodio,Aceites Esenciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tensioactivo SCI,Manteca de Karité,Aceite de coco,Agua,Aceites esenciales,aloevera,Aceite de jojoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simmondsia Chinensis seed oil,Prunus Amygdalus Dulcis oil,Glycerin,Zea Mays cob powder,Butyrospermum Parkii Butter/ Shea Butter,Cocos Nucifera oil,Kaolin,Sodium Bicarbonate,Cetearyl alcohol,Zinc Oxide,Lavandula angustifolia oil,Melaleuca Alternifolia oil,Mentha Piperita oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,Glycerin,Butylene Glycol,Dipropylene Glycol,1,2-Hexanediol,Methyl Gluceth-10,Sodium Hyaluronate,Carbomer,Panthenol,Tromethamine,Ethylhexylglycerin,Hyaluronic Acid,Hydrolyzed Hyaluronic Acid,Gluconolactone,Lactobionic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macadamia Ternifolia Seed Oil,Simmondsia Chinensis seed oil,Calophyllum inophyllum seed oil,Cera de Abeja,Persea Gratissima Oil,Theobroma Cacao Seed Butter,Rosa Canina Fruit Oil,Rosmarinus Officinalis Leaf Extract,Morus Bombycis Leaf Extract,Chamomilla Recutita Flower Extract,Rosa Damascena Flower Extract,Calendula Officinalis Flower Extract,Jasminum Officinale Flower,Lavandula Angustifolia Flower Extract,Prunus Amygdalus Dulcis Oil,HELIANTHUS ANNUUS SEED OIL,Tocopherol,Pelargonium Graveolens Oil,Lavandula Angustifolia Flower Oil,Jasminum Officinale Flower Oil,Chamomilla Recutita Flower Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agua,glicerina,ácido levulínico,extracto de santalum acuminatum,extracto de medicago sativa,aceite de semilla de rubus idaeus,extracto de spinacia oleracea,aceite de semilla simmondsia chinensis,aceite de helianthus annuus,complejo cúprico de clorofila,ácido láctico,ácido p-anísico,hialuronato de sodio,resveratrol,hidróxido de sodio,tocoferol,goma xantana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
